id,area,latitude,longitude,crime_type,severity,date,time,time_of_day,target_group,gender,age,age_group,crime_count,police_station,status
1841,Civil Lines,25.45,81.84,Theft,3,20-08-2025,05:34,Night,Women,Male,38,Adult,3,Civil Lines PS,Under Investigation
1842,Allahpur,25.4602,81.8501,Chain Snatching,2,08-02-2025,14:41,Afternoon,Women,Male,58,Adult,3,Allahpur PS,Closed
1843,George Town,25.4421,81.8329,Robbery,5,22-07-2025,02:49,Night,Children,Female,21,Adult,2,George Town PS,Reported
1844,Kareli,25.418,81.815,Robbery,5,02-11-2025,13:19,Afternoon,Children,Female,15,Teen,2,Kareli PS,Under Investigation
1845,Meerapur,25.43,81.82,Theft,4,28-01-2025,02:49,Night,Children,Female,45,Adult,2,Meerapur PS,Closed
1846,Dhoomanganj,25.448,81.79,Chain Snatching,3,26-11-2025,05:43,Night,Women,Female,65,Senior,3,Dhoomanganj PS,Unreported
1847,Daraganj,25.428,81.889,Theft,3,16-04-2025,06:13,Morning,Women,Male,68,Senior,3,Daraganj PS,Closed
1848,George Town,25.4421,81.8329,Theft,2,22-03-2025,14:51,Afternoon,Women,Female,61,Senior,3,George Town PS,Reported
1849,Allahpur,25.4602,81.8501,Robbery,5,09-03-2025,10:46,Morning,Women,Female,57,Adult,3,Allahpur PS,Unreported
1850,Lukerganj,25.444,81.828,Theft,1,31-05-2025,20:53,Evening,Children,Female,46,Adult,2,Lukerganj PS,Unreported
1851,Phaphamau,25.503,81.885,Harassment,4,01-04-2025,07:40,Morning,Women,Female,26,Adult,2,Phaphamau PS,Under Investigation
1852,Daraganj,25.428,81.889,Robbery,4,19-09-2025,06:58,Morning,Children,Female,51,Adult,3,Daraganj PS,Closed
1853,Allahpur,25.4602,81.8501,Harassment,1,16-07-2025,20:49,Evening,Children,Female,20,Adult,1,Allahpur PS,Unreported
1854,Katra,25.4358,81.8463,Kidnapping,5,21-02-2025,07:44,Morning,Women,Male,23,Adult,1,Katra PS,Under Investigation
1855,Dhoomanganj,25.448,81.79,Robbery,4,15-10-2025,09:35,Morning,Women,Female,51,Adult,2,Dhoomanganj PS,Unreported
1856,George Town,25.4421,81.8329,Chain Snatching,4,24-10-2025,03:16,Night,All,Female,62,Senior,1,George Town PS,Reported
1857,Katra,25.4358,81.8463,Robbery,4,01-02-2025,15:01,Afternoon,Children,Male,24,Adult,2,Katra PS,Unreported
1858,Civil Lines,25.45,81.84,Assault,4,29-06-2025,15:55,Afternoon,Women,Female,37,Adult,1,Civil Lines PS,Unreported
1859,Kareli,25.418,81.815,Harassment,4,17-03-2025,16:59,Afternoon,Women,Male,22,Adult,1,Kareli PS,Closed
1860,Meerapur,25.43,81.82,Kidnapping,5,29-01-2025,03:13,Night,Women,Male,55,Adult,3,Meerapur PS,Under Investigation
1861,Kareli,25.418,81.815,Chain Snatching,3,27-03-2025,10:57,Morning,All,Female,12,Child,3,Kareli PS,Closed
1862,Katra,25.4358,81.8463,Kidnapping,5,30-09-2025,10:36,Morning,Women,Female,72,Senior,3,Katra PS,Reported
1863,George Town,25.4421,81.8329,Theft,4,21-01-2025,03:01,Night,All,Female,65,Senior,3,George Town PS,Reported
1864,George Town,25.4421,81.8329,Theft,4,21-04-2025,23:24,Night,Women,Male,70,Senior,1,George Town PS,Reported
1865,Jhunsi,25.402,81.9,Theft,1,08-03-2025,10:40,Morning,Children,Male,30,Adult,3,Jhunsi PS,Unreported
1866,Naini,25.3925,81.863,Chain Snatching,1,07-11-2025,05:19,Night,Children,Male,75,Senior,1,Naini PS,Unreported
1867,Daraganj,25.428,81.889,Harassment,3,27-10-2025,03:07,Night,All,Male,26,Adult,1,Daraganj PS,Reported
1868,Daraganj,25.428,81.889,Robbery,4,04-08-2025,14:38,Afternoon,All,Male,72,Senior,3,Daraganj PS,Unreported
1869,Phaphamau,25.503,81.885,Assault,4,10-03-2025,00:57,Night,All,Male,16,Teen,1,Phaphamau PS,Reported
1870,Civil Lines,25.45,81.84,Harassment,4,09-04-2025,16:20,Afternoon,All,Female,32,Adult,2,Civil Lines PS,Unreported
1871,Dhoomanganj,25.448,81.79,Assault,5,10-10-2025,11:07,Morning,Women,Female,50,Adult,2,Dhoomanganj PS,Under Investigation
1872,Daraganj,25.428,81.889,Assault,4,11-02-2025,16:43,Afternoon,Women,Female,64,Senior,3,Daraganj PS,Under Investigation
1873,Naini,25.3925,81.863,Harassment,4,17-09-2025,16:32,Afternoon,Women,Male,9,Child,1,Naini PS,Reported
1874,Kareli,25.418,81.815,Assault,4,18-08-2025,04:44,Night,Women,Male,72,Senior,1,Kareli PS,Closed
1875,Katra,25.4358,81.8463,Robbery,4,21-06-2025,19:28,Evening,Women,Male,24,Adult,1,Katra PS,Closed
1876,Kareli,25.418,81.815,Kidnapping,5,25-08-2025,11:16,Morning,All,Female,36,Adult,2,Kareli PS,Closed
1877,Kareli,25.418,81.815,Robbery,4,17-10-2025,11:08,Morning,Women,Male,26,Adult,2,Kareli PS,Reported
1878,Lukerganj,25.444,81.828,Harassment,4,30-05-2025,16:03,Afternoon,Children,Female,50,Adult,2,Lukerganj PS,Unreported
1879,Civil Lines,25.45,81.84,Chain Snatching,2,01-01-2025,13:27,Afternoon,All,Male,69,Senior,1,Civil Lines PS,Reported
1880,Daraganj,25.428,81.889,Assault,5,19-09-2025,10:45,Morning,Children,Female,30,Adult,3,Daraganj PS,Reported
1881,Lukerganj,25.444,81.828,Robbery,5,02-02-2025,23:13,Night,Women,Female,10,Child,3,Lukerganj PS,Closed
1882,Naini,25.3925,81.863,Chain Snatching,1,04-06-2025,12:39,Afternoon,All,Female,17,Teen,2,Naini PS,Under Investigation
1883,Kareli,25.418,81.815,Robbery,5,08-11-2025,11:25,Morning,Women,Male,19,Teen,3,Kareli PS,Closed
1884,Allahpur,25.4602,81.8501,Theft,1,21-03-2025,14:06,Afternoon,Children,Male,52,Adult,2,Allahpur PS,Under Investigation
1885,Jhunsi,25.402,81.9,Harassment,3,18-09-2025,17:39,Evening,Women,Male,38,Adult,2,Jhunsi PS,Under Investigation
1886,Phaphamau,25.503,81.885,Kidnapping,5,18-08-2025,03:46,Night,All,Male,46,Adult,1,Phaphamau PS,Unreported
1887,Daraganj,25.428,81.889,Harassment,2,01-11-2025,15:53,Afternoon,Women,Male,20,Adult,2,Daraganj PS,Under Investigation
1888,Phaphamau,25.503,81.885,Assault,5,03-05-2025,03:06,Night,Children,Female,72,Senior,1,Phaphamau PS,Reported
1889,Jhunsi,25.402,81.9,Kidnapping,4,10-02-2025,16:42,Afternoon,All,Male,41,Adult,1,Jhunsi PS,Under Investigation
1890,Daraganj,25.428,81.889,Kidnapping,5,26-03-2025,06:26,Morning,Children,Female,62,Senior,1,Daraganj PS,Reported
1891,Katra,25.4358,81.8463,Theft,3,08-01-2025,16:09,Afternoon,Children,Male,20,Adult,3,Katra PS,Reported
1892,Civil Lines,25.45,81.84,Robbery,5,04-05-2025,19:47,Evening,Children,Female,36,Adult,3,Civil Lines PS,Unreported
1893,Daraganj,25.428,81.889,Theft,2,03-05-2025,22:29,Night,Women,Female,25,Adult,3,Daraganj PS,Closed
1894,Daraganj,25.428,81.889,Kidnapping,5,14-08-2025,10:01,Morning,Women,Male,35,Adult,1,Daraganj PS,Under Investigation
1895,Kareli,25.418,81.815,Kidnapping,4,31-07-2025,12:28,Afternoon,All,Male,33,Adult,1,Kareli PS,Closed
1896,George Town,25.4421,81.8329,Theft,1,14-08-2025,22:53,Night,All,Male,50,Adult,1,George Town PS,Closed
1897,Kareli,25.418,81.815,Assault,4,25-11-2025,11:07,Morning,All,Female,29,Adult,1,Kareli PS,Reported
1898,Daraganj,25.428,81.889,Kidnapping,5,01-08-2025,23:17,Night,Women,Male,37,Adult,1,Daraganj PS,Under Investigation
1899,Jhunsi,25.402,81.9,Theft,1,20-05-2025,08:25,Morning,Children,Male,17,Teen,3,Jhunsi PS,Reported
1900,Kareli,25.418,81.815,Kidnapping,4,04-09-2025,22:47,Night,Children,Male,54,Adult,2,Kareli PS,Reported
1901,Daraganj,25.428,81.889,Theft,1,28-02-2025,13:33,Afternoon,All,Male,40,Adult,2,Daraganj PS,Reported
1902,Allahpur,25.4602,81.8501,Harassment,4,30-05-2025,01:57,Night,Children,Male,16,Teen,1,Allahpur PS,Under Investigation
1903,Jhunsi,25.402,81.9,Assault,4,21-10-2025,06:33,Morning,All,Male,52,Adult,1,Jhunsi PS,Reported
1904,Civil Lines,25.45,81.84,Harassment,2,13-09-2025,15:56,Afternoon,Women,Male,44,Adult,1,Civil Lines PS,Unreported
1905,Kareli,25.418,81.815,Harassment,4,20-06-2025,05:34,Night,Children,Female,32,Adult,1,Kareli PS,Under Investigation
1906,Allahpur,25.4602,81.8501,Assault,5,15-06-2025,03:36,Night,All,Female,45,Adult,3,Allahpur PS,Closed
1907,Lukerganj,25.444,81.828,Kidnapping,4,04-12-2025,21:39,Night,All,Male,11,Child,3,Lukerganj PS,Under Investigation
1908,Dhoomanganj,25.448,81.79,Robbery,4,23-09-2025,13:05,Afternoon,All,Male,46,Adult,2,Dhoomanganj PS,Reported
1909,Lukerganj,25.444,81.828,Assault,5,25-01-2025,02:20,Night,All,Male,30,Adult,2,Lukerganj PS,Under Investigation
1910,Daraganj,25.428,81.889,Kidnapping,4,03-05-2025,02:09,Night,Children,Female,66,Senior,3,Daraganj PS,Closed
1911,Jhunsi,25.402,81.9,Harassment,1,31-03-2025,10:55,Morning,Children,Female,69,Senior,3,Jhunsi PS,Reported
1912,Civil Lines,25.45,81.84,Theft,4,24-07-2025,13:13,Afternoon,Children,Female,25,Adult,1,Civil Lines PS,Closed
1913,Dhoomanganj,25.448,81.79,Harassment,2,11-04-2025,23:52,Night,Women,Male,75,Senior,3,Dhoomanganj PS,Under Investigation
1914,Daraganj,25.428,81.889,Robbery,5,13-10-2025,04:11,Night,All,Female,51,Adult,1,Daraganj PS,Unreported
1915,George Town,25.4421,81.8329,Chain Snatching,3,28-02-2025,13:41,Afternoon,All,Female,74,Senior,3,George Town PS,Closed
1916,Meerapur,25.43,81.82,Chain Snatching,1,17-08-2025,21:05,Night,All,Male,42,Adult,2,Meerapur PS,Under Investigation
1917,Daraganj,25.428,81.889,Robbery,5,27-01-2025,18:33,Evening,Children,Male,51,Adult,2,Daraganj PS,Under Investigation
1918,Dhoomanganj,25.448,81.79,Theft,2,17-11-2025,17:10,Evening,Children,Female,71,Senior,1,Dhoomanganj PS,Closed
1919,Civil Lines,25.45,81.84,Chain Snatching,2,05-04-2025,02:18,Night,Children,Male,57,Adult,1,Civil Lines PS,Under Investigation
1920,Phaphamau,25.503,81.885,Robbery,4,03-09-2025,14:35,Afternoon,Women,Male,21,Adult,3,Phaphamau PS,Under Investigation
1921,Dhoomanganj,25.448,81.79,Robbery,4,17-02-2025,17:05,Evening,All,Male,45,Adult,3,Dhoomanganj PS,Under Investigation
1922,Naini,25.3925,81.863,Theft,1,24-12-2025,19:07,Evening,All,Female,64,Senior,2,Naini PS,Reported
1923,Civil Lines,25.45,81.84,Assault,4,02-03-2025,20:05,Evening,Women,Male,64,Senior,2,Civil Lines PS,Reported
1924,Meerapur,25.43,81.82,Theft,4,15-02-2025,19:45,Evening,Women,Female,11,Child,1,Meerapur PS,Reported
1925,Lukerganj,25.444,81.828,Theft,1,03-07-2025,05:30,Night,Women,Female,46,Adult,3,Lukerganj PS,Under Investigation
1926,Naini,25.3925,81.863,Assault,5,24-10-2025,09:23,Morning,Children,Female,61,Senior,2,Naini PS,Under Investigation
1927,Lukerganj,25.444,81.828,Robbery,5,19-12-2025,19:56,Evening,All,Female,52,Adult,1,Lukerganj PS,Unreported
1928,Jhunsi,25.402,81.9,Robbery,4,29-08-2025,19:02,Evening,Women,Female,8,Child,2,Jhunsi PS,Under Investigation
1929,Jhunsi,25.402,81.9,Theft,2,24-06-2025,03:40,Night,All,Female,38,Adult,2,Jhunsi PS,Reported
1930,George Town,25.4421,81.8329,Robbery,5,20-04-2025,15:58,Afternoon,All,Male,40,Adult,3,George Town PS,Unreported
1931,Katra,25.4358,81.8463,Robbery,5,24-10-2025,12:07,Afternoon,Children,Female,9,Child,3,Katra PS,Reported
1932,Katra,25.4358,81.8463,Assault,4,25-09-2025,21:17,Night,Women,Male,64,Senior,2,Katra PS,Unreported
1933,Daraganj,25.428,81.889,Harassment,1,24-01-2025,07:54,Morning,All,Female,49,Adult,3,Daraganj PS,Closed
1934,George Town,25.4421,81.8329,Chain Snatching,3,19-07-2025,02:12,Night,All,Female,72,Senior,1,George Town PS,Unreported
1935,Lukerganj,25.444,81.828,Chain Snatching,2,13-05-2025,21:46,Night,Women,Female,19,Teen,1,Lukerganj PS,Closed
1936,Civil Lines,25.45,81.84,Harassment,3,30-07-2025,21:59,Night,Women,Female,32,Adult,1,Civil Lines PS,Under Investigation
1937,Lukerganj,25.444,81.828,Robbery,5,12-02-2025,00:54,Night,All,Male,69,Senior,3,Lukerganj PS,Under Investigation
1938,Daraganj,25.428,81.889,Robbery,4,28-11-2025,16:21,Afternoon,All,Female,19,Teen,3,Daraganj PS,Reported
1939,Jhunsi,25.402,81.9,Robbery,5,31-07-2025,09:33,Morning,Women,Female,58,Adult,1,Jhunsi PS,Closed
1940,Daraganj,25.428,81.889,Chain Snatching,3,10-08-2025,13:36,Afternoon,Children,Female,11,Child,1,Daraganj PS,Unreported
1941,Meerapur,25.43,81.82,Theft,3,20-02-2025,14:15,Afternoon,Women,Male,19,Teen,1,Meerapur PS,Unreported
1942,Jhunsi,25.402,81.9,Assault,4,23-09-2025,02:36,Night,All,Female,32,Adult,3,Jhunsi PS,Closed
1943,Jhunsi,25.402,81.9,Chain Snatching,2,26-01-2025,11:24,Morning,Women,Male,24,Adult,1,Jhunsi PS,Under Investigation
1944,Lukerganj,25.444,81.828,Assault,4,02-04-2025,12:14,Afternoon,All,Male,69,Senior,3,Lukerganj PS,Under Investigation
1945,Meerapur,25.43,81.82,Theft,4,05-12-2025,07:05,Morning,Women,Female,29,Adult,1,Meerapur PS,Closed
1946,Meerapur,25.43,81.82,Harassment,2,13-06-2025,10:54,Morning,Women,Male,52,Adult,1,Meerapur PS,Closed
1947,Meerapur,25.43,81.82,Assault,5,10-04-2025,15:23,Afternoon,All,Male,27,Adult,1,Meerapur PS,Closed
1948,Naini,25.3925,81.863,Robbery,5,20-09-2025,21:23,Night,Women,Male,21,Adult,2,Naini PS,Reported
1949,Phaphamau,25.503,81.885,Harassment,1,25-11-2025,11:03,Morning,All,Female,42,Adult,3,Phaphamau PS,Under Investigation
1950,Daraganj,25.428,81.889,Robbery,4,10-09-2025,22:05,Night,Women,Female,61,Senior,2,Daraganj PS,Under Investigation
1951,Meerapur,25.43,81.82,Kidnapping,4,03-04-2025,07:53,Morning,Children,Female,39,Adult,3,Meerapur PS,Unreported
1952,Meerapur,25.43,81.82,Robbery,4,13-09-2025,03:57,Night,Children,Female,38,Adult,3,Meerapur PS,Under Investigation
1953,George Town,25.4421,81.8329,Theft,4,18-08-2025,07:52,Morning,Children,Female,39,Adult,3,George Town PS,Reported
1954,Naini,25.3925,81.863,Harassment,3,09-07-2025,12:42,Afternoon,All,Female,36,Adult,3,Naini PS,Closed
1955,Daraganj,25.428,81.889,Assault,4,19-10-2025,16:08,Afternoon,Women,Male,70,Senior,2,Daraganj PS,Unreported
1956,Kareli,25.418,81.815,Kidnapping,4,23-06-2025,09:13,Morning,Children,Female,28,Adult,3,Kareli PS,Reported
1957,Kareli,25.418,81.815,Kidnapping,5,06-08-2025,11:31,Morning,Women,Male,10,Child,1,Kareli PS,Unreported
1958,Allahpur,25.4602,81.8501,Assault,5,26-04-2025,01:49,Night,Children,Female,42,Adult,3,Allahpur PS,Unreported
1959,Civil Lines,25.45,81.84,Assault,4,10-06-2025,01:11,Night,All,Female,73,Senior,1,Civil Lines PS,Unreported
1960,Dhoomanganj,25.448,81.79,Robbery,5,19-08-2025,03:42,Night,All,Male,73,Senior,2,Dhoomanganj PS,Closed
1961,Kareli,25.418,81.815,Robbery,5,02-11-2025,07:11,Morning,Women,Male,17,Teen,3,Kareli PS,Under Investigation
1962,Katra,25.4358,81.8463,Assault,4,14-10-2025,10:49,Morning,Women,Male,9,Child,3,Katra PS,Under Investigation
1963,Civil Lines,25.45,81.84,Robbery,5,23-11-2025,05:37,Night,All,Male,23,Adult,3,Civil Lines PS,Closed
1964,Phaphamau,25.503,81.885,Harassment,2,06-06-2025,03:36,Night,Children,Male,50,Adult,1,Phaphamau PS,Under Investigation
1965,Phaphamau,25.503,81.885,Chain Snatching,1,24-08-2025,17:59,Evening,Women,Male,14,Teen,1,Phaphamau PS,Unreported
1966,Allahpur,25.4602,81.8501,Assault,5,26-04-2025,04:39,Night,All,Female,72,Senior,1,Allahpur PS,Reported
1967,Katra,25.4358,81.8463,Theft,4,19-11-2025,10:03,Morning,Women,Female,43,Adult,2,Katra PS,Under Investigation
1968,George Town,25.4421,81.8329,Kidnapping,5,26-02-2025,18:41,Evening,Women,Female,37,Adult,1,George Town PS,Reported
1969,Meerapur,25.43,81.82,Assault,5,16-08-2025,03:44,Night,Women,Male,25,Adult,3,Meerapur PS,Unreported
1970,Jhunsi,25.402,81.9,Assault,4,01-11-2025,08:10,Morning,Children,Female,61,Senior,1,Jhunsi PS,Reported
1971,Meerapur,25.43,81.82,Harassment,3,03-08-2025,13:54,Afternoon,Children,Male,60,Adult,1,Meerapur PS,Closed
1972,Daraganj,25.428,81.889,Robbery,4,29-11-2025,17:59,Evening,Children,Female,50,Adult,1,Daraganj PS,Under Investigation
1973,Naini,25.3925,81.863,Assault,5,31-12-2025,21:22,Night,Women,Male,17,Teen,1,Naini PS,Unreported
1974,Dhoomanganj,25.448,81.79,Chain Snatching,3,24-09-2025,10:54,Morning,Children,Male,17,Teen,2,Dhoomanganj PS,Under Investigation
1975,Katra,25.4358,81.8463,Kidnapping,5,17-05-2025,17:26,Evening,Children,Female,23,Adult,1,Katra PS,Unreported
1976,Naini,25.3925,81.863,Assault,5,30-05-2025,11:45,Morning,All,Female,75,Senior,3,Naini PS,Unreported
1977,Phaphamau,25.503,81.885,Harassment,4,19-05-2025,10:33,Morning,All,Male,43,Adult,3,Phaphamau PS,Unreported
1978,George Town,25.4421,81.8329,Robbery,5,10-05-2025,08:00,Morning,Children,Male,17,Teen,3,George Town PS,Unreported
1979,Daraganj,25.428,81.889,Robbery,4,31-12-2025,03:46,Night,Women,Male,64,Senior,1,Daraganj PS,Reported
1980,Lukerganj,25.444,81.828,Kidnapping,4,29-06-2025,07:36,Morning,Children,Female,25,Adult,1,Lukerganj PS,Under Investigation
1981,Kareli,25.418,81.815,Theft,2,23-03-2025,00:44,Night,All,Male,37,Adult,2,Kareli PS,Unreported
1982,Lukerganj,25.444,81.828,Assault,4,01-01-2025,03:54,Night,Children,Female,47,Adult,2,Lukerganj PS,Unreported
1983,Civil Lines,25.45,81.84,Theft,4,15-08-2025,15:36,Afternoon,Children,Female,44,Adult,2,Civil Lines PS,Under Investigation
1984,Katra,25.4358,81.8463,Robbery,5,20-05-2025,20:53,Evening,All,Female,64,Senior,1,Katra PS,Reported
1985,Lukerganj,25.444,81.828,Theft,1,25-09-2025,02:33,Night,Children,Male,8,Child,1,Lukerganj PS,Under Investigation
1986,Meerapur,25.43,81.82,Harassment,3,22-09-2025,08:53,Morning,Women,Female,26,Adult,1,Meerapur PS,Under Investigation
1987,Dhoomanganj,25.448,81.79,Chain Snatching,3,31-01-2025,21:39,Night,Women,Male,13,Teen,3,Dhoomanganj PS,Reported
1988,Naini,25.3925,81.863,Chain Snatching,2,15-12-2025,10:20,Morning,All,Female,37,Adult,1,Naini PS,Reported
1989,Civil Lines,25.45,81.84,Harassment,4,04-03-2025,10:16,Morning,Children,Female,74,Senior,1,Civil Lines PS,Reported
1990,Naini,25.3925,81.863,Robbery,5,31-07-2025,03:30,Night,Children,Male,9,Child,3,Naini PS,Unreported
1991,Civil Lines,25.45,81.84,Theft,2,29-05-2025,15:09,Afternoon,All,Male,47,Adult,2,Civil Lines PS,Reported
1992,Dhoomanganj,25.448,81.79,Kidnapping,4,15-12-2025,11:15,Morning,Children,Male,60,Adult,2,Dhoomanganj PS,Under Investigation
1993,Katra,25.4358,81.8463,Kidnapping,5,14-12-2025,20:39,Evening,Women,Female,64,Senior,2,Katra PS,Under Investigation
1994,Dhoomanganj,25.448,81.79,Robbery,4,16-01-2025,13:24,Afternoon,Women,Female,71,Senior,1,Dhoomanganj PS,Closed
1995,Jhunsi,25.402,81.9,Assault,5,25-11-2025,09:20,Morning,All,Female,65,Senior,3,Jhunsi PS,Under Investigation
1996,Civil Lines,25.45,81.84,Assault,4,02-12-2025,13:45,Afternoon,Children,Male,11,Child,1,Civil Lines PS,Under Investigation
1997,George Town,25.4421,81.8329,Chain Snatching,2,06-07-2025,23:39,Night,Women,Male,37,Adult,3,George Town PS,Reported
1998,Kareli,25.418,81.815,Harassment,4,30-11-2025,13:20,Afternoon,All,Female,74,Senior,2,Kareli PS,Under Investigation
1999,Lukerganj,25.444,81.828,Harassment,3,26-04-2025,16:59,Afternoon,Women,Male,37,Adult,1,Lukerganj PS,Reported
2000,Jhunsi,25.402,81.9,Assault,5,07-10-2025,08:23,Morning,Women,Female,33,Adult,1,Jhunsi PS,Reported
2001,Jhunsi,25.402,81.9,Kidnapping,4,12-03-2025,23:23,Night,Children,Male,24,Adult,2,Jhunsi PS,Closed
2002,Lukerganj,25.444,81.828,Assault,4,10-02-2025,17:42,Evening,Women,Male,28,Adult,3,Lukerganj PS,Reported
2003,Lukerganj,25.444,81.828,Assault,5,10-10-2025,19:00,Evening,All,Female,24,Adult,3,Lukerganj PS,Unreported
2004,Jhunsi,25.402,81.9,Kidnapping,4,01-07-2025,20:04,Evening,All,Male,45,Adult,3,Jhunsi PS,Reported
2005,Jhunsi,25.402,81.9,Theft,2,18-07-2025,03:31,Night,Children,Female,33,Adult,1,Jhunsi PS,Under Investigation
2006,Jhunsi,25.402,81.9,Harassment,2,05-11-2025,11:14,Morning,Children,Female,38,Adult,2,Jhunsi PS,Under Investigation
2007,Daraganj,25.428,81.889,Chain Snatching,2,16-08-2025,04:29,Night,All,Female,28,Adult,2,Daraganj PS,Under Investigation
2008,Allahpur,25.4602,81.8501,Robbery,4,05-03-2025,13:11,Afternoon,Children,Female,72,Senior,2,Allahpur PS,Closed
2009,Phaphamau,25.503,81.885,Kidnapping,5,24-08-2025,05:21,Night,All,Female,44,Adult,3,Phaphamau PS,Reported
2010,Jhunsi,25.402,81.9,Robbery,5,10-04-2025,02:19,Night,Women,Male,59,Adult,2,Jhunsi PS,Under Investigation
2011,Naini,25.3925,81.863,Assault,4,15-11-2025,11:49,Morning,Children,Female,66,Senior,2,Naini PS,Unreported
2012,Phaphamau,25.503,81.885,Theft,2,23-07-2025,05:33,Night,Children,Female,27,Adult,1,Phaphamau PS,Reported
2013,Dhoomanganj,25.448,81.79,Kidnapping,4,18-07-2025,00:30,Night,Children,Male,19,Teen,3,Dhoomanganj PS,Reported
2014,Phaphamau,25.503,81.885,Assault,5,01-12-2025,13:21,Afternoon,Women,Male,66,Senior,1,Phaphamau PS,Reported
2015,Katra,25.4358,81.8463,Chain Snatching,1,14-07-2025,12:08,Afternoon,Children,Female,29,Adult,3,Katra PS,Under Investigation
2016,Phaphamau,25.503,81.885,Theft,3,01-09-2025,21:00,Night,Children,Female,47,Adult,2,Phaphamau PS,Closed
2017,Jhunsi,25.402,81.9,Harassment,3,31-03-2025,06:09,Morning,Women,Female,23,Adult,1,Jhunsi PS,Reported
2018,Daraganj,25.428,81.889,Robbery,4,05-09-2025,13:40,Afternoon,Women,Male,72,Senior,1,Daraganj PS,Under Investigation
2019,Civil Lines,25.45,81.84,Chain Snatching,1,20-09-2025,08:19,Morning,Women,Male,54,Adult,2,Civil Lines PS,Closed
2020,Dhoomanganj,25.448,81.79,Kidnapping,4,02-08-2025,16:34,Afternoon,Children,Female,8,Child,3,Dhoomanganj PS,Reported
2021,Lukerganj,25.444,81.828,Theft,3,18-02-2025,09:02,Morning,All,Male,27,Adult,2,Lukerganj PS,Under Investigation
2022,Civil Lines,25.45,81.84,Harassment,1,30-01-2025,16:04,Afternoon,Women,Male,41,Adult,1,Civil Lines PS,Under Investigation
2023,Daraganj,25.428,81.889,Robbery,5,10-11-2025,16:08,Afternoon,Children,Female,70,Senior,1,Daraganj PS,Reported
2024,Dhoomanganj,25.448,81.79,Kidnapping,5,06-05-2025,16:30,Afternoon,All,Male,35,Adult,3,Dhoomanganj PS,Closed
2025,George Town,25.4421,81.8329,Kidnapping,5,22-03-2025,01:29,Night,Women,Female,15,Teen,3,George Town PS,Unreported
2026,Katra,25.4358,81.8463,Chain Snatching,1,23-11-2025,17:31,Evening,All,Female,53,Adult,2,Katra PS,Unreported
2027,Lukerganj,25.444,81.828,Harassment,2,04-07-2025,15:59,Afternoon,All,Female,11,Child,2,Lukerganj PS,Unreported
2028,Jhunsi,25.402,81.9,Chain Snatching,3,24-01-2025,03:31,Night,Women,Female,36,Adult,3,Jhunsi PS,Under Investigation
2029,Daraganj,25.428,81.889,Kidnapping,5,18-11-2025,07:02,Morning,Children,Female,60,Adult,1,Daraganj PS,Unreported
2030,Kareli,25.418,81.815,Kidnapping,5,01-11-2025,22:50,Night,All,Male,71,Senior,3,Kareli PS,Unreported
2031,Naini,25.3925,81.863,Assault,5,06-12-2025,10:37,Morning,All,Female,37,Adult,2,Naini PS,Under Investigation
2032,Daraganj,25.428,81.889,Kidnapping,4,09-11-2025,20:29,Evening,Children,Male,49,Adult,2,Daraganj PS,Under Investigation
2033,Lukerganj,25.444,81.828,Robbery,4,14-11-2025,10:23,Morning,Children,Male,62,Senior,1,Lukerganj PS,Closed
2034,Meerapur,25.43,81.82,Theft,1,04-04-2025,18:18,Evening,All,Female,32,Adult,2,Meerapur PS,Closed
2035,Katra,25.4358,81.8463,Theft,1,11-11-2025,17:49,Evening,Women,Male,34,Adult,3,Katra PS,Closed
2036,Civil Lines,25.45,81.84,Kidnapping,5,10-09-2025,19:06,Evening,All,Female,42,Adult,2,Civil Lines PS,Unreported
2037,Phaphamau,25.503,81.885,Assault,4,09-12-2025,01:12,Night,Children,Male,19,Teen,2,Phaphamau PS,Under Investigation
2038,Civil Lines,25.45,81.84,Harassment,3,19-03-2025,08:28,Morning,All,Female,14,Teen,3,Civil Lines PS,Unreported
2039,Katra,25.4358,81.8463,Robbery,4,15-04-2025,19:41,Evening,Children,Male,69,Senior,3,Katra PS,Reported
2040,George Town,25.4421,81.8329,Robbery,4,29-08-2025,20:19,Evening,All,Female,72,Senior,2,George Town PS,Unreported
2041,Kareli,25.418,81.815,Kidnapping,5,13-01-2025,13:32,Afternoon,All,Female,50,Adult,3,Kareli PS,Reported
2042,Civil Lines,25.45,81.84,Kidnapping,4,04-10-2025,16:22,Afternoon,All,Female,53,Adult,3,Civil Lines PS,Unreported
2043,Daraganj,25.428,81.889,Assault,5,18-06-2025,04:55,Night,Women,Female,20,Adult,1,Daraganj PS,Reported
2044,Meerapur,25.43,81.82,Assault,4,02-12-2025,08:39,Morning,Children,Male,63,Senior,3,Meerapur PS,Closed
2045,Katra,25.4358,81.8463,Chain Snatching,2,08-12-2025,15:05,Afternoon,Women,Male,26,Adult,1,Katra PS,Closed
2046,Kareli,25.418,81.815,Chain Snatching,3,17-03-2025,19:48,Evening,Women,Female,27,Adult,3,Kareli PS,Closed
2047,Allahpur,25.4602,81.8501,Theft,4,25-02-2025,22:34,Night,Women,Female,43,Adult,2,Allahpur PS,Unreported
2048,Phaphamau,25.503,81.885,Robbery,4,10-10-2025,23:23,Night,All,Male,63,Senior,3,Phaphamau PS,Under Investigation
